stage	event	anchor	idx	w	jp	ko	note
9	5	035096	0	0008	ばかめ、すいじょうで わたしにかてるとでも\n\nおもっているのか!	멍청한 놈, 수상에서\n나를 이길 수 있다고\n생각하는 것이냐!	
9	5	0350C2	0	0008	ここでは まずい、なんとか すいじょうに\n\nおびきださねば!	여기서는 곤란하다。\n어떻게든 수상으로\n유인해야 한다!	
10	0	0350EE	0	0000	てっぺきの まもりだな・・・。	철벽의 수비군。。。	
10	0	0350EE	1	005B	レディンさま、これいじょう ながびくと、\n\nてきのぞうえんが とうちゃくしてしまいます。	레딘 님, 더 길어지면\n적의 증원이\n도착해 버립니다。	
10	0	0350EE	2	0000	しかたがない、これより さいごの こうげきを\n\nかける、これで おわりに するぞ!	어쩔 수 없다。 이제부터\n마지막 공격을 건다。\n이것으로 끝내겠다!	
10	1	0351AC	0	0008	またきたか・・・、なんどやっても ムダだ、\n\nいつものように おいはらえ!	또 왔나。。。 몇 번을\n해도 헛수고다。\n늘 하던 대로 몰아내라!	
10	2	0351E2	0	0000	な、なんだ!	무, 무슨 일이냐!	
10	2	0351E2	1	005B	レディンさま、てきの えんぐんです!	레딘 님, 적의 지원군입니다!	
10	2	0351E2	2	0000	うろたえるな、はやくしろを おとすんだ!	당황하지 마라,\n서둘러 성을 함락시켜라!	
10	2	0351E2	3	000E	たたきつぶせ!	쳐부숴라!	
10	2	0351E2	4	000F	つっこめ!	돌진하라!	
10	2	0351E2	5	008A	えんぐんだ、えんぐんがきます!	지원군이다, 지원군이 옵니다!	
10	2	0351E2	6	0008	おお、まちわびたぞ、よし はんげきだ!	오오, 기다렸다。\n좋다, 반격이다!	
10	3	035286	0	0008	ええい、みかたのえんぐんは なにをしている!	에잇, 아군 지원군은\n무엇을 하고 있나!	
10	4	0352A4	0	0008	ディゴスさま、しんでおわびを・・ ぐふっ!	디고스 님, 죽음으로\n사죄를。。 크윽!	
10	4	0352A4	1	0000	おろかな・・・。	어리석군。。。	
10	4	0352A4	2	005B	のこりのてきが にげていきます。	남은 적이 도망칩니다。	
10	4	0352A4	3	0000	ほおっておけ。	내버려 둬라。	
10	4	0352A4	4	005C	おうじ、おうじに あいたいというかたが\n\nみえておりますが?	왕자님, 왕자님을\n뵙고 싶다는 분이\n와 계십니다만?	
10	4	0352A4	5	0058	おひさしぶりです、おうじ。	오랜만입니다, 왕자님。	
10	4	0352A4	6	0000	ホ-キングこう!	호킹 공!	
10	4	0352A4	7	0058	わたしも ともに たたかいましょう、\n\nわたしでは あしでまといですかな?	저도 함께 싸우겠습니다。\n제가 짐이 될까요?	
10	4	0352A4	8	0000	そんな、おおいに たすかります。	그럴 리가요, 큰 도움이\n됩니다。	
10	4	0352A4	9	0058	しかし、ダルシスじょうは めのまえですな。	그런데 다르시스 성이\n눈앞이군요。	
10	4	0352A4	10	0000	ええ、じゅんびが ととのいしだい、すぐに\n\nしゅっぱつします。	예, 준비가 갖춰지는 대로\n곧 출발하겠습니다。	
10	4	0352A4	11	0058	さっき、こんなものを ひろったのですが。	방금 이런 것을\n주웠습니다만。	
10	4	0352A4	12	0000	これは、つかえるかも しれませんね。\n\nもっていきましょう。\n\n"ワンドを てにいれた。"	이건 쓸 수 있을지도\n모르겠군요。 가져가죠。\n「완드를 얻었다。」	
10	5	03542E	0	0000	むっ、まほうつかいが いるのか!\n\nまほうには きをつけろ!いちげきで\n\nせんとうふのうに なるぞ!	흠, 마법사가 있는가!\n마법에 조심해라!\n한 방에 전투 불능이 된다!	
11	0	03546C	0	0000	めざすは こうていディゴスただひとり!\n\nザコには かまうな、つづけ!	목표는 황제 디고스\n한 명뿐이다!\n잡졸은 상대하지 마라, 따르라!	
11	1	0354A0	0	000D	チッ!おそかったか!\n\nレディンめ、これいじょうは やらせん、\n\nこんどこそ けっちゃくを つけてやる!	칫! 늦었나!\n레딘 놈, 더는 두지 않겠다。\n이번에야말로 결판을\n내 주마!	
11	2	0354E2	0	000E	KISHAAA!	KISHAAA!	
11	2	0354E2	1	000F	GYAHAAA!	GYAHAAA!	
11	2	0354E2	2	0000	クッ!ついにきたか!	윽! 드디어 왔나!	
11	2	0354E2	3	000D	ばかな、こいつらが、このしろを\n\nせめてくるなど!	말도 안 돼, 이놈들이\n이 성을 공격해 오다니!	
11	2	0354E2	4	0000	ランス!このいじょうに きづかないのか!\n\nこれも ラングリッサ-が うばわれたせいなん\n\nだぞ!	랜스! 이 이변을\n모르는 것인가!\n이것도 랑그릿사를\n빼앗긴 탓이다!	
11	2	0354E2	5	000D	たわごとを!キサマは バケモノを たおした\n\nあとで ゆっくりと りょうりしてやる、まって\n\nいろよ!	헛소리를! 너는 괴물을\n쓰러뜨린 뒤에 천천히\n요리해 주마。 기다려라!	
11	2	0354E2	6	0000	ランス!	랜스!	
11	3	0355B6	0	0000	じゃまするな! どけ!	방해하지 마라! 비켜!	
11	4	0355CC	0	000D	キサマなど、わたしの てきではない!しね!	너 따위는 내 적이\n아니다! 죽어라!	
11	5	018BC6	0	0000	ディゴスは このうえか!\n\nまっていろ、かならず たおしてみせるぞ!	디고스는 이 위인가!\n기다려라, 반드시\n쓰러뜨려 보이겠다!	
11	5	018BC6	1	005B	レディンさま、いりぐちが ふたつあります!	레딘 님, 입구가\n두 개 있습니다!	
11	5	018BC6	2	0000	よし、ふたてに わかれるぞ!\n\nうえで またあおう、いくぞ!	좋다, 둘로 나뉜다!\n위에서 다시 만나자, 간다!	
11	5	0355EA	0	0000	ディゴスは このうえか!\n\nまっていろ、かならず たおしてみせるぞ!	디고스는 이 위인가!\n기다려라, 반드시\n쓰러뜨려 보이겠다!	
11	6	035618	0	0008	バルティアの やつらめ!\n\nこれでもくらえ!	발티아 놈들!\n이거나 받아라!	
12	0	035A02	0	0000	おまえが ディゴスか!	네가 디고스인가!	
12	0	035A02	1	0009	ざんねんだったな、キサマらがディゴスさまに\n\nあうことはない、なぜなら キサマらの\n\nいのちは ここで おわるからだ!	안타깝군。 너희가\n디고스 님을 뵐 일은 없다。\n너희 목숨은 여기서\n끝나기 때문이다!	
12	0	035A02	2	0000	なにを!	뭐라고!	
12	0	035A02	3	0001	ここは?	여기는?	
12	0	035A02	4	0008	よく ここまできたな、ほめてやるぞ。	여기까지 잘 왔군。\n칭찬해 주마。	
12	0	035A02	5	005B	おまえは!	너는!	
12	0	035A02	6	0008	わたしは ディゴス、\n\nきさまらに わたしは たおせん。	나는 디고스。\n너희가 나를 쓰러뜨릴 수는\n없다。	
12	0	035638	0	0000	おまえが ディゴスか!	네가 디고스인가!	
12	0	035638	1	0009	ざんねんだったな、キサマらがディゴスさまに\n\nあうことはない、なぜなら キサマらの\n\nいのちは ここで おわるからだ!	안타깝군。 너희가\n디고스 님을 뵐 일은 없다。\n너희 목숨은 여기서\n끝나기 때문이다!	
12	0	035638	2	0000	なにを!	뭐라고!	
12	1	0356AA	0	0009	ばかな・・・、このわたしが・・・ うっ!	말도 안 돼。。。\n이 내가。。。 윽!	
12	1	0356AA	1	0000	ディゴスは このおくか!\n\nディゴス!ラングリッサ-は かえしてもらう\n\nぞ!	디고스는 이 안인가!\n디고스! 랑그릿사는\n돌려받겠다!	
12	1	0356AA	2	0008	ほう、バルティアのガキか。	호오, 발티아의 애송이인가。	
12	1	0356AA	3	0000	きさま、じぶんが なにをしたか わかっている\n\nのか!	너는 네가 무슨 짓을\n했는지 알고 있는가!	
12	1	0356AA	4	0008	フッ!ざれごとを! ちからこそ せいぎだ、\n\nちからあるものが せかいを しはいするのだ!	훗! 헛소리를! 힘이야말로\n정의다。 힘 있는 자가\n세계를 지배하는 것이다!	
12	1	0356AA	5	0000	そのような かんがえが じゃあくを、\n\nよみがえらせ、せかいを はめつへ\n\nみちびくのだ!	그런 생각이 악을\n되살리고 세계를\n멸망으로 이끄는 것이다!	
12	1	0356AA	6	0008	うるさい、キサマさえ たおせば、せかいは\n\nわがものとなるのだ!	시끄럽다。 너만 쓰러뜨리면\n세계는 내 것이 된다!	
12	1	0356AA	7	0000	おろかな・・・。	어리석군。。。	
12	2	0357EA	0	0008	どうやら わたしの まけらしいな・・・。\n\nだが おぼえておけ、このせんらんの よに\n\nへいわを よびもどすのは ちからだ!\n\nちからによる とういつしか ないのだ!	아무래도 내 패배인 듯하군。。。\n하지만 기억해 둬라。 이 전란의\n세상에 평화를 부르는 것은 힘이다!\n힘에 의한 통일밖에 없다!	
12	2	0357EA	1	0000	ちからによる とういつに なんのいみがある、\n\nこのたたかいにしても いにしえの じゃあくが\n\nよみがえっただけでは ないか!	힘에 의한 통일에\n무슨 의미가 있나。\n이 싸움도 태고의 악이\n되살아난 것뿐이지 않나!	
12	2	0357EA	2	0008	フッ・・・、ちからがあれば じゃあくは\n\nふうじられる、・・・・	훗。。。 힘이 있으면\n악은 봉인할 수 있다。。。	
12	2	0357EA	3	0008	それにキサマは わたしを ちからでたおした、\n\nそしてちからで じゃあくを ふうじようと\n\nしている。 そうであろう?	게다가 너는 나를 힘으로\n쓰러뜨렸다。 그리고 힘으로\n악을 봉인하려 하고 있다。\n그렇지 않은가?	
12	2	0357EA	4	0000	・・・。	。。。	
12	2	0357EA	5	0008	なんだかんだと いっても、けっきょくは\n\nキサマも わたしと おなじなのだ。	뭐라 하든 결국\n너도 나와 같은 것이다。	
12	2	0357EA	6	0000	ちがう!	다르다!	
12	2	0357EA	7	0008	まあいい・・・。さらばだ レディン、\n\nまた じごくであおう!・・・ ぐふっ!	뭐 좋다。。。 잘 있으라\n레딘。 지옥에서 다시\n만나자! 。。。 크윽!	
12	2	0357EA	8	005B	レディンさま、ラングリッサ-のほかに、\n\nアックスが ありますが・・・。	레딘 님, 랑그릿사 외에\n액스가 있습니다만。。。	
12	2	0357EA	9	0000	とりあえず、もっていこう。\n\n"デビル・アックスを てにいれた。"\n\n"ラングリッサ-を てにいれた。"	우선 가져가자。\n「데빌액스를 얻었다。」\n「랑그릿사를 얻었다。」	
13	0	035ACE	0	0000	このまちは・・・・。\n\nいったい どうしたことだ・・・。	이 마을은。。。\n대체 어찌 된 일인가。。。	
13	0	035ACE	1	005B	おうじ!こうほうよりてき! バジリスクです!	왕자님! 후방에서 적!\n바실리스크입니다!	
13	0	035ACE	2	0000	なに!では このせきぞうは いしにされた\n\nにんげんなのか?	뭐라! 그럼 이 석상은\n돌이 된 인간인가?	
13	0	035ACE	3	005C	このままでは いしにされてしまいます!	이대로는 돌이 되어\n버립니다!	
13	0	035ACE	4	0000	なにか、せきかを やぶるものでも あればいい\n\nのだが・・・。	무언가 석화를 깨뜨릴\n것이라도 있으면 좋겠는데。。。	
13	1	035C18	0	0001	なんだ、このカガミは? うわっ!ひかったぞ!	뭐지, 이 거울은? 우왓!\n빛났다!	
13	1	035C18	1	0000	せきかが とけていく!	석화가 풀려 간다!	
13	1	035C18	2	00A1	からだが、からだか うごくぞ!	몸이, 몸이 움직인다!	
13	1	035C18	3	0000	ランス!なぜこんなところで!	랜스! 어째서 이런 곳에!	
13	1	035C18	4	00A1	はなしは あとだ!まず、あのトカゲやろうを\n\nたおすぞ!	이야기는 나중이다!\n먼저 저 도마뱀 놈을\n쓰러뜨리자!	
13	1	035C18	5	0000	わかった!	알았다!	
13	1	035B84	0	0000	なんだ、このカガミは? うわっ!ひかったぞ!\n\nせきかが とけていく!	뭐지, 이 거울은? 우왓!\n빛났다!\n석화가 풀려 간다!	
13	1	035B84	1	00A1	からだが、からだか うごくぞ!	몸이, 몸이 움직인다!	
13	1	035B84	2	0000	ランス!なぜこんなところで!	랜스! 어째서 이런 곳에!	
13	1	035B84	3	00A1	はなしは あとだ!まず、あのトカゲやろうを\n\nたおすぞ!	이야기는 나중이다!\n먼저 저 도마뱀 놈을\n쓰러뜨리자!	
13	1	035B84	4	0000	わかった!	알았다!	
13	2	036048	0	00A1	よくも、このわたしを!ゆるさん!	감히 이 나를!\n용서치 않겠다!	
13	3	036060	0	0000	やっとたおしたか・・・。 さて ランス、\n\nこれは いったいどういうことだ?	겨우 쓰러뜨렸군。。。\n그런데 랜스, 이건\n대체 어찌 된 일인가?	
13	3	036060	1	00A1	ダルシスから にげのびたあとも、やつらに\n\nおわれていたのだが、ここでつかまってしまった\n\nどうやら、キサマのいってたことは ほんとう\n\nだったようだな。	다르시스에서 도망친 뒤에도\n놈들에게 쫓기다가\n여기서 붙잡혔다。 아무래도\n네 말이 사실이었던 듯하군。	
13	3	036060	2	0000	ランス、わたしはウソは いっていない。\n\nじゃあくは すでに めざめているのだ。	랜스, 나는 거짓을\n말하지 않는다。\n악은 이미 깨어났다。	
13	3	036060	3	00A1	このさいだ、わたしも きょうりょくする。\n\nただし、やつらを たおすまでだ。キサマとの\n\nけっちゃくは そのあとで かならずつけるから\n\nな!	이 마당에 나도 협력하겠다。\n단, 놈들을 쓰러뜨릴 때까지다。\n너와의 결판은 그 뒤에\n반드시 낼 테니까!	
13	3	036060	4	0000	それまで、おたがい いきていたいものだな。	그때까지 서로\n살아 있고 싶군。	
13	3	036060	5	00A1	ふっ、そうだな、しぬなよ レディン。	훗, 그렇군。\n죽지 마라 레딘。	
13	3	036060	6	0000	おまえこそな。	너야말로。	
13	3	036060	7	005B	おうじ、ほかにも まちで みつけたものが\n\nあるのですが・・・。	왕자님, 마을에서 찾은\n다른 것도 있습니다만。。。	
13	3	036060	8	0000	ネックレスか・・・。\n\n"ネックレスをてにいれた。"	네클리스인가。。。\n「네클리스를 얻었다。」	
14	0	036214	0	005B	たいへんです! まちに おおかみおとこが\n\nしんにゅうしました!	큰일입니다! 마을에\n웨어울프가 침입했습니다!	
14	0	036214	1	0000	かずは?	수는?	
14	0	036214	2	005B	いっぴきだけの ようです。	한 마리뿐인 듯합니다。	
14	0	036214	3	0000	へんだな、\n\nとにかく ひがいが でるまえに たおすぞ!	이상하군。\n어쨌든 피해가 나기 전에\n쓰러뜨리자!	
14	1	03628C	0	0008	ウオォォォ-ン!	우오오오옹!	
14	1	03628C	1	0000	な、なんだ!	무, 무슨 일이냐!	
14	1	03628C	2	005C	たいへんです!もりから おおかみおとこの\n\nたいぐんが! まちを ほういされています!	큰일입니다! 숲에서\n웨어울프 대군이!\n마을이 포위되었습니다!	
14	1	03628C	3	0000	しみんを まちの ちゅうおうへ あつめろ!\n\nやつらを まちに いれるな!	시민을 마을 중앙으로\n모아라!\n놈들을 마을에 들이지 마라!	
14	2	036306	0	0000	こいつら、そこなしか!\n\nいったい なんびきいるんだ!	이놈들, 끝이 없나!\n대체 몇 마리나 있는 거냐!	
14	3	03632A	0	005B	おうじ!つきが、つきのひかりが!	왕자님! 달이, 달빛이!	
14	3	03632A	1	0000	まずい!はやくリ-ダ-を たおせ! やつらは\n\nリ-ダ-さえ たおせば にげだすはずだ!\n\nいそげ!	곤란하다! 서둘러 리더를\n쓰러뜨려라! 놈들은 리더만\n쓰러뜨리면 달아날 것이다!\n서둘러라!	
14	4	03639E	0	0000	やつらのテが ここまで のびてくるとは・・。	놈들의 손이 여기까지\n뻗어 오다니。。。	
14	4	03639E	1	005B	われわれは こうして てきをまつしか\n\nできないのでしょうか?	우리는 이렇게 적을\n기다릴 수밖에 없는 걸까요?	
14	4	03639E	2	0000	いや、いま くにじゅうの ふるいきろくを\n\nしらべている、きっと なにか わかるはずだ!	아니, 지금 나라 안의\n오래된 기록을 조사하고 있다。\n반드시 뭔가 알아낼 것이다!	
14	4	03639E	3	005C	それまで われわれは もちこたえられるので\n\nしょうか?	그때까지 우리가\n버틸 수 있을까요?	
14	4	03639E	4	0000	わからぬ、すでに じゃあくも めざめている\n\nらしいからな・・・。	모른다。 이미 악도\n깨어난 듯하니까。。。	
14	5	03646E	0	005B	しみんのみなさんは しじにしたがって\n\nひなんしてください!	시민 여러분은 지시에\n따라 피난해 주십시오!	
15	0	0364B8	0	005B	おうじ、たいへんです!きょだいな ドラゴンが\n\nこちらに むかっております!	왕자님, 큰일입니다!\n거대한 드래곤이\n이쪽으로 오고 있습니다!	
15	0	0364B8	1	0000	まちのそとで むかえうつ、\n\nひとびとは まちへ ひなんさせろ、いそげ!	마을 밖에서 맞아 싸운다。\n사람들은 마을로\n피난시켜라, 서둘러!	
15	0	0364B8	2	005B	はっ!	옛!	
15	0	0364B8	3	0000	しかし、われわれだけで あのドラゴンを\n\nたおすことが できるだろうか・・・。	하지만 우리만으로\n저 드래곤을 쓰러뜨릴 수\n있을까。。。	
15	0	0364B8	4	005A	レディンさま。	레딘 님。	
15	0	0364B8	5	0000	おお、しさいさま。	오오, 사제님。	
15	0	0364B8	6	005A	きたの やまには きょうだいな ほのおの\n\nせいれいが ねむると もうします。\n\nそのちからなら、ドラゴンと\n\nたいとうに たたかえるのではと・・・。	북쪽 산에는 거대한\n불의 정령이 잠들어\n있다고 합니다。 그 힘이라면\n드래곤과 대등히 싸울 수도。。。	
15	0	0364B8	7	005B	しかし、へたにおこして いかりをかい\n\nてきに まわられでもしたら・・・。	하지만 잘못 깨워 노여움을\n사서 적으로 돌아서면。。。	
15	0	0364B8	8	0000	それは やってみるしかあるまい、\n\nとにかく ドラゴンは たおさねばならん!	그건 해 볼 수밖에 없다。\n어쨌든 드래곤은\n쓰러뜨려야 한다!	
15	1	036630	0	005B	かいがんせんを とっぱされました!	해안선이 돌파되었습니다!	
15	1	036630	1	0000	こうほうへ こうたい、\n\nこれいじょう まちに ちかづけるな!	후방으로 후퇴。\n더는 마을에 접근하게\n하지 마라!	
15	2	036672	0	005B	さいしゅうライン、とっぱされました!	최종 방어선이\n돌파되었습니다!	
15	2	036672	1	0000	われわれでは、やつを とめることは\n\nできないのか!	우리로는 저놈을\n막을 수 없는가!	
15	4	0366EC	0	005B	この つぼは?\n\nこれか しさいさまの いっていたのは!	이 항아리는?\n이것이 사제님이\n말씀하신 것인가!	
15	4	0366EC	1	00A1	よくぞ つぼを あけてくれた。\n\nそのれいに ねがいを ひとつ かなえてやろう。	잘 항아리를 열어 주었다。\n그 보답으로 소원 하나를\n이루어 주마。	
15	4	0366EC	2	0000	われわれは いま、ドラゴンと\n\nたたかっています。\n\nどうか ちからを かしてください!	우리는 지금 드래곤과\n싸우고 있습니다。\n부디 힘을 빌려주십시오!	
15	4	0366EC	3	00A1	しょうちした。	알았다。	
15	5	0367AE	0	005B	おお!	오오!	
15	5	0367AE	1	005C	きょじんだ!ほのおの きょじんが\n\nあらわれたぞ。	거인이다! 불의 거인이\n나타났다。	
15	5	0367AE	2	0000	ほのおの せいれいが ちからを\n\nかしてくれる。\n\nこれなら ドラゴンを たおせるかもしれん!	불의 정령이 힘을\n빌려준다。\n이거라면 드래곤을\n쓰러뜨릴 수 있을지도!	
15	5	0367AE	3	00A1	さあ、きなさい、わたしが あいてだ!	자, 오라。 내가 상대다!	
15	6	036836	0	00A1	わたしの ちからも これまで、\n\nせいれいかいへ かえらねば。	내 힘도 여기까지다。\n정령계로 돌아가야 한다。	
15	7	036862	0	005B	やつが かえっていきます!	놈이 돌아갑니다!	
15	7	036862	1	0000	たすかったのか・・・。\n\nしかし いつまた やってくるとも かぎらぬ!	살아난 것인가。。。\n하지만 언제 또 올지\n모른다!	
15	7	036862	2	005B	でも、ずいぶんよわっています、\n\nかなり きいたようです。	그래도 상당히 약해졌습니다。\n꽤 먹힌 듯합니다。	
15	7	036862	3	0000	・・・、よし!いまのうちにとどめをさす、\n\nついげきするぞ!	。。。 좋다! 지금\n끝장을 낸다。 추격한다!	
15	8	036904	0	0000	まちが、まちが もえていく・・・。\n\nわれわれの ちからでは じゃあくに\n\nうちかつことは できないのか・・・。	마을이, 마을이 타 간다。。。\n우리 힘으로는 악을\n이길 수 없는 것인가。。。	
15	9	03694C	0	0000	しみんの ひなんをいそがせろ!	시민 피난을 서둘러라!	
15	9	03694C	1	005C	はっ!	옛!	
15	9	03694C	2	0000	よし、やつらの あしを とめろ!\n\nじかんを かせぐんだ!	좋다, 놈들의 발을 멈춰라!\n시간을 벌어라!	
16	0	036992	0	0000	ドラゴンめ、こんなところに にげこむとは・・	드래곤 놈, 이런 곳으로\n도망치다니。。。	
16	0	036992	1	005B	うすきみのわるい たにですね。	으스스한 협곡이군요。	
16	0	036992	2	0000	たぶん、じぶんのすか なにかだろう、\n\nよし、いくぞ!	아마 제 둥지쯤 되겠지。\n좋다, 간다!	
16	1	036A92	0	0001	むざんな・・・。ドラゴンに やられたらしい。	참혹하군。。。 드래곤에게\n당한 모양이다。	
16	1	036A92	1	005C	けんが・・・ けんが ひかっています。	검이。。。 검이\n빛나고 있습니다。	
16	1	036A92	2	0001	これは!ドラゴンスレイヤ-!ゆうしゃよ・・・\n\nあなたのいしは わたしが ひきつぎます。\n\nかならずや、あのドラゴンを たおしてみせまし\n\nょう!	이것은! 드래곤슬레이어!\n용사여。。。 당신의 뜻은\n제가 이어받겠습니다。\n반드시 저 드래곤을 쓰러뜨리겠습니다!	
16	2	037312	0	0001	ゆうしゃのけんを うけてみよ!\n\nドラゴンよ このけんにかけて かならず\n\nたおして みせるぞ!	용사의 검을 받아 보아라!\n드래곤아, 이 검을 걸고\n반드시 쓰러뜨려 보이겠다!	
16	3	037526	0	0000	やっと たおしたか・・・。	겨우 쓰러뜨렸나。。。	
16	3	037526	1	005C	けんが・・・。ドラゴンスレイヤ-が\n\nきえていく・・・。	검이。。。 드래곤슬레이어가\n사라져 간다。。。	
16	3	037526	2	005B	レディンさま、これは いったい・・・。	레딘 님, 이건 대체。。。	
16	3	037526	3	0000	あのけんは ゆうしゃの いしが じったいか\n\nしたものかもしれん、ドラゴンを たおしたいま\n\nそんざいいぎを うしない きえてしまったのだ\n\nろう・・。	그 검은 용사의 뜻이\n실체화한 것일지도 모른다。\n드래곤을 쓰러뜨린 지금\n존재 의의를 잃고 사라진 거겠지。	
16	3	037526	4	005B	かなしいことですね・・・。	슬픈 일이군요。。。	
16	3	037526	5	0000	あぁ、われわれも ああなるのかも しれぬな・\n\n・・。	아아, 우리도 저리\n될지도 모르겠군。。。	
16	3	037526	6	005C	おうじ、さきほど、へんなせきばんを ひろった\n\nのですが・・・。	왕자님, 방금 이상한\n석판을 주웠습니다만。。。	
16	3	037526	7	0000	これは、バルティアおうしつでのみ つかわれる\n\nこだいもじではないか!	이건 발티아 왕실에서만\n쓰이는 고대 문자가 아닌가!	
16	3	037526	8	009C	 まどうしボ-ゼル やみのちからを\n\n ときはなち、せかいが やみに おおわれる\n\n ・・・・・、	 마도사 보젤 어둠의 힘을\n 풀어놓아 세계가 어둠에\n 덮이다 。。。	
16	3	037526	9	009C	 このとき エルスリ-ドの ひかりの おう\n\n ジ-クハルト、これを むかえうち、そのけん\n\n ラングリッサ-により ヴェルゼリアに\n\n やみを ふうじる。	 이때 엘스리드의 빛의 왕\n 지크하르트가 이를 맞아\n 그 검 랑그릿사로\n 벨젤리아에 어둠을 봉인하다。	
16	3	037526	10	005C	こ、これは いったい・・・。	이, 이건 대체。。。	
16	3	037526	11	0000	どうやら、いにしえのでんせつを しるしたもの\n\nらしいが、これが ほんとうなら、われわれの\n\nほんとうのてきは やみ、そして そのばしょは\n\nヴェルゼリア!	태고의 전설을 적은\n것인 듯하다。 이것이 사실이면\n우리의 진짜 적은 어둠,\n그리고 그 장소는 벨젤리아!	
16	3	037526	12	005B	ヴェルゼリア・・・、あの きんだんの ちと\n\nいわれる・・・。	벨젤리아。。。 그 금단의\n땅이라 불리는。。。	
16	3	037526	13	0000	ドラゴンも このせきばんを まもって\n\nいたのかも しれぬな。	드래곤도 이 석판을\n지키고 있었던 걸지도 모른다。	
16	3	037526	14	005C	では、おうじ!	그럼, 왕자님!	
16	3	037526	15	0000	よし、ぜんぐんを あげ、ヴェルゼリアへ\n\nむかうぞ!	좋다, 전군을 일으켜\n벨젤리아로 향한다!	
16	3	037648	0	005C	おうじ、さきほど、へんなせきばんを ひろった\n\nのですが・・・。	왕자님, 방금 이상한\n석판을 주웠습니다만。。。	
16	3	037648	1	0000	これは、バルティアおうしつでのみ つかわれる\n\nこだいもじではないか!	이건 발티아 왕실에서만\n쓰이는 고대 문자가 아닌가!	
16	3	037648	2	009C	 まどうしボ-ゼル やみのちからを\n\n ときはなち、せかいが やみに おおわれる\n\n ・・・・・、	 마도사 보젤 어둠의 힘을\n 풀어놓아 세계가 어둠에\n 덮이다 。。。	
16	3	037648	3	009C	 このとき エルスリ-ドの ひかりの おう\n\n ジ-クハルト、これを むかえうち、そのけん\n\n ラングリッサ-により ヴェルゼリアに\n\n やみを ふうじる。	 이때 엘스리드의 빛의 왕\n 지크하르트가 이를 맞아\n 그 검 랑그릿사로\n 벨젤리아에 어둠을 봉인하다。	
16	3	037648	4	005C	こ、これは いったい・・・。	이, 이건 대체。。。	
16	3	037648	5	0000	どうやら、いにしえのでんせつを しるしたもの\n\nらしいが、これが ほんとうなら、われわれの\n\nほんとうのてきは やみ、そして そのばしょは\n\nヴェルゼリア!	태고의 전설을 적은\n것인 듯하다。 이것이 사실이면\n우리의 진짜 적은 어둠,\n그리고 그 장소는 벨젤리아!	
16	3	037648	6	005B	ヴェルゼリア・・・、あの きんだんの ちと\n\nいわれる・・・。	벨젤리아。。。 그 금단의\n땅이라 불리는。。。	
16	3	037648	7	0000	ドラゴンも このせきばんを まもって\n\nいたのかも しれぬな。	드래곤도 이 석판을\n지키고 있었던 걸지도 모른다。	
16	3	037648	8	005C	では、おうじ!	그럼, 왕자님!	
16	3	037648	9	0000	よし、ぜんぐんを あげ、ヴェルゼリアへ\n\nむかうぞ!	좋다, 전군을 일으켜\n벨젤리아로 향한다!	
17	0	03783C	0	0000	このあたりの はずなのだが・・・。	이 근처일 텐데。。。	
17	0	03783C	1	005C	レディンさま!ヴェルゼリアのしろが みえます。	레딘 님! 벨젤리아 성이\n보입니다。	
17	0	03783C	2	0000	もうすぐだな。	이제 곧이군。	
17	0	03783C	3	005B	しろの うえを なにかが とんでいますが?	성 위를 무언가가\n날고 있습니다만?	
17	0	03783C	4	0000	ん? あれか、	음? 저것인가,	
17	0	03783C	5	005B	こちらに むかってくるようですが・・・、\n\nあっ、あれは!	이쪽으로 오는 듯합니다만。。。\n앗, 저것은!	
17	0	03783C	6	000A	GYAHAA・・	GYAHAA。。	
17	0	03783C	7	005C	ワイバ-ンだ!ワイバ-ンの むれだ!	와이번이다! 와이번 무리다!	
17	0	03783C	8	0000	おちつけ! いいか、こうげきを しゅうちゅう\n\nして いっぴきづつ かくじつに しとめろ!\n\nいいな!	침착해라! 잘 들어라,\n공격을 집중해서\n한 마리씩 확실히 잡아라!\n알겠나!	
17	1	037966	0	0000	ひがいを さいしょうげんに おさえろ!\n\nこれいじょう やられるなよ!	피해를 최소한으로 막아라!\n더는 당하지 마라!	
17	2	037994	0	0000	これで ぜんぶか!	이걸로 전부인가!	
17	2	037994	1	005B	そのようで あります!	그런 듯합니다!	
17	2	037994	2	0000	やつら いじでも われわれを ヴェルゼリアへ\n\nいかせたくないようだな・・・。	놈들, 어떻게든 우리를\n벨젤리아로 보내고 싶지\n않은 모양이군。。。	
17	2	037994	3	005C	おうじ・・・。	왕자님。。。	
17	2	037994	4	0000	しかし、こんどこそ にどと よみがえらぬよう\n\nふういんしてやる!	그러나 이번엔 두 번 다시\n되살아나지 못하게\n봉인해 주겠다!	
18	0	037A26	0	0000	ここが ヴェルゼリア・・・、\n\nただの はいきょの ようだが・・・。	여기가 벨젤리아。。。\n그저 폐허인 듯한데。。。	
18	0	037A26	1	0008	フッフッフッ・・・	후후후。。。	
18	0	037A26	2	0000	!	!	
18	0	037A26	3	005B	だ、だれだ!	누, 누구냐!	
18	0	037A26	4	0008	わたしは げんじゅつしニコリスさま だいいち\n\nの しと、ナ-ギャと もうします。	나는 환술사 니코리스 님의\n제일 사도, 나갸라 한다。	
18	0	037A26	5	0000	しにたくなくば、そこを どけ!	죽고 싶지 않으면 비켜라!	
